uuid,country_code,region,city,status,category_list,category_groups_list,num_funding_rounds,total_funding_usd,founded_on,employee_count,num_exits,investment_type,investor_count,year_founded,avg_amount_raised,success_age,binary_status
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_a,2.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
d0647cec-acb3-9a23-bc4f-d3fad90ecb4e,USA,Florida,Miami,acquired,"Artificial Intelligence (AI),Banking,Big Data,Financial Services,FinTech,Machine Learning,Personal Finance,Software","Artificial Intelligence (AI),Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",2.0,55000000.0,2004-01-01,101-250,0.0,series_b,4.0,2004.0,27500000.0,16.0,1
